task_id,program_id,category,original_availability,slice_availability,original_soundness,slice_soundness,original_completeness,slice_completeness,soundness_agreement,completeness_agreement,inconclusive_reason
ML-015-T02,ML-015,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-015-T03,ML-015,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-016-T01,ML-016,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-016-T02,ML-016,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-016-T03,ML-016,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-017-T01,ML-017,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-017-T02,ML-017,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-017-T03,ML-017,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-018-T01,ML-018,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-018-T02,ML-018,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-018-T03,ML-018,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-019-T01,ML-019,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-019-T02,ML-019,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-019-T03,ML-019,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-020-T01,ML-020,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-020-T02,ML-020,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-020-T03,ML-020,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-021-T01,ML-021,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-021-T02,ML-021,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-021-T03,ML-021,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-022-T01,ML-022,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-022-T02,ML-022,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-022-T03,ML-022,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-023-T01,ML-023,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-023-T02,ML-023,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-023-T03,ML-023,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-024-T01,ML-024,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-024-T02,ML-024,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-024-T03,ML-024,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-025-T01,ML-025,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-025-T02,ML-025,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-025-T03,ML-025,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-026-T01,ML-026,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-026-T02,ML-026,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-026-T03,ML-026,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-027-T01,ML-027,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-027-T02,ML-027,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-027-T03,ML-027,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-028-T01,ML-028,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-028-T02,ML-028,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-028-T03,ML-028,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-029-T01,ML-029,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-029-T02,ML-029,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-029-T03,ML-029,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-030-T01,ML-030,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-030-T02,ML-030,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-030-T03,ML-030,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-031-T01,ML-031,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-031-T02,ML-031,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-031-T03,ML-031,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-001-T01,NL-001,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-001-T02,NL-001,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-001-T03,NL-001,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-002-T01,NL-002,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-002-T02,NL-002,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-002-T03,NL-002,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-003-T01,NL-003,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-003-T02,NL-003,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-003-T03,NL-003,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-004-T01,NL-004,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-004-T02,NL-004,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-004-T03,NL-004,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-005-T01,NL-005,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-005-T02,NL-005,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-005-T03,NL-005,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-006-T01,NL-006,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-006-T02,NL-006,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-006-T03,NL-006,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-007-T01,NL-007,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-007-T02,NL-007,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-007-T03,NL-007,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-008-T01,NL-008,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-008-T02,NL-008,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-008-T03,NL-008,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-009-T01,NL-009,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-009-T02,NL-009,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-009-T03,NL-009,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-010-T01,NL-010,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-010-T02,NL-010,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-010-T03,NL-010,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-011-T01,NL-011,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-011-T02,NL-011,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-011-T03,NL-011,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-012-T01,NL-012,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-012-T02,NL-012,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-012-T03,NL-012,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-013-T01,NL-013,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-013-T02,NL-013,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-013-T03,NL-013,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-014-T01,NL-014,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-014-T02,NL-014,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-014-T03,NL-014,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-015-T01,NL-015,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-015-T02,NL-015,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-015-T03,NL-015,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-016-T01,NL-016,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-016-T02,NL-016,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-016-T03,NL-016,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-017-T01,NL-017,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-017-T02,NL-017,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-017-T03,NL-017,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-018-T01,NL-018,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-018-T02,NL-018,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-018-T03,NL-018,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-019-T01,NL-019,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-019-T02,NL-019,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-019-T03,NL-019,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-020-T01,NL-020,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-020-T02,NL-020,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-020-T03,NL-020,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-021-T01,NL-021,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-021-T02,NL-021,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-021-T03,NL-021,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-022-T01,NL-022,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-022-T02,NL-022,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-022-T03,NL-022,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-023-T01,NL-023,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-023-T02,NL-023,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-023-T03,NL-023,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-024-T01,NL-024,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-024-T02,NL-024,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-024-T03,NL-024,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-025-T01,NL-025,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-025-T02,NL-025,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-025-T03,NL-025,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-026-T01,NL-026,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-026-T02,NL-026,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-026-T03,NL-026,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-027-T01,NL-027,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-027-T02,NL-027,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-027-T03,NL-027,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-028-T01,NL-028,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-028-T02,NL-028,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-028-T03,NL-028,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-029-T01,NL-029,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-029-T02,NL-029,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-029-T03,NL-029,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-030-T01,NL-030,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-030-T02,NL-030,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-030-T03,NL-030,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-031-T01,NL-031,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-031-T02,NL-031,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
NL-031-T03,NL-031,Nested-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-032-T01,NL-032,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-032-T02,NL-032,Nested-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
NL-032-T03,NL-032,Nested-Loop,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,MALFORMED_FSF
NL-033-T01,NL-033,Nested-Loop,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,UNSUPPORTED_SYMBOL
NL-033-T02,NL-033,Nested-Loop,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,EXPRESSION_TRANSLATION_ERROR
NL-033-T03,NL-033,Nested-Loop,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,TOOL_EXCEPTION
NL-034-T01,NL-034,Nested-Loop,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,MALFORMED_FSF
NL-034-T02,NL-034,Nested-Loop,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,UNSUPPORTED_SYMBOL
NL-035-T01,NL-035,Nested-Loop,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,EXPRESSION_TRANSLATION_ERROR
NL-035-T02,NL-035,Nested-Loop,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,TOOL_EXCEPTION
