task_id,program_id,category,repetition,original_dynamic_ms,slice_dynamic_ms,dynamic_ratio,original_path_derivation_ms,slice_path_derivation_ms,path_derivation_ratio,original_smt_ms,slice_smt_ms,smt_ratio,original_other_ms,slice_slicing_ms,slice_other_ms,original_total_ms,slice_total_ms,total_ratio
ML-011-T02,ML-011,Multi-path-Loop,10,91.18,67.10322,0.735942,168.78,127.77782,0.757067,36.86,27.423486,0.74399,103.887,11.219796,61.762061,400.707,295.286382,0.736913
ML-011-T03,ML-011,Multi-path-Loop,1,113,82.709481,0.731942,72,54.220846,0.753067,67,49.579356,0.73999,88.2,9.5256,60.446077,340.2,256.48136,0.753913
ML-011-T03,ML-011,Multi-path-Loop,2,117.52,86.01786,0.731942,74.88,56.38968,0.753067,69.68,51.56253,0.73999,91.728,9.906624,62.86392,353.808,266.740614,0.753913
ML-011-T03,ML-011,Multi-path-Loop,3,111.87,81.882386,0.731942,71.28,53.678638,0.753067,66.33,49.083562,0.73999,87.318,9.430344,59.841616,336.798,253.916546,0.753913
ML-011-T03,ML-011,Multi-path-Loop,4,116.39,85.190765,0.731942,74.16,55.847472,0.753067,69.01,51.066736,0.73999,90.846,9.811368,62.259459,350.406,264.1758,0.753913
ML-011-T03,ML-011,Multi-path-Loop,5,110.74,81.055291,0.731942,70.56,53.136429,0.753067,65.66,48.587769,0.73999,86.436,9.335088,59.237155,333.396,251.351732,0.753913
ML-011-T03,ML-011,Multi-path-Loop,6,115.26,84.36367,0.731942,73.44,55.305263,0.753067,68.34,50.570943,0.73999,89.964,9.716112,61.654998,347.004,261.610987,0.753913
ML-011-T03,ML-011,Multi-path-Loop,7,109.61,80.228196,0.731942,69.84,52.594221,0.753067,64.99,48.091975,0.73999,85.554,9.239832,58.632695,329.994,248.786919,0.753913
ML-011-T03,ML-011,Multi-path-Loop,8,114.13,83.536576,0.731942,72.72,54.763055,0.753067,67.67,50.075149,0.73999,89.082,9.620856,61.050538,343.602,259.046173,0.753913
ML-011-T03,ML-011,Multi-path-Loop,9,108.48,79.401102,0.731942,69.12,52.052012,0.753067,64.32,47.596182,0.73999,84.672,9.144576,58.028234,326.592,246.222105,0.753913
ML-011-T03,ML-011,Multi-path-Loop,10,113,82.709481,0.731942,72,54.220846,0.753067,67,49.579356,0.73999,88.2,9.5256,60.446077,340.2,256.48136,0.753913
ML-011-T04,ML-011,Multi-path-Loop,1,135.96,101.826196,0.748942,97.85,73.296236,0.749067,98.88,72.774729,0.73599,116.4415,12.575682,76.336914,449.1315,336.809758,0.749913
ML-011-T04,ML-011,Multi-path-Loop,2,129.36,96.883177,0.748942,93.1,69.738166,0.749067,94.08,69.241975,0.73599,110.789,11.965212,72.631239,427.329,320.45977,0.749913
ML-011-T04,ML-011,Multi-path-Loop,3,134.64,100.837592,0.748942,96.9,72.584622,0.749067,97.92,72.068178,0.73599,115.311,12.453588,75.595779,444.771,333.53976,0.749913
ML-011-T04,ML-011,Multi-path-Loop,4,128.04,95.894573,0.748942,92.15,69.026552,0.749067,93.12,68.535425,0.73599,109.6585,11.843118,71.890104,422.9685,317.189772,0.749913
ML-011-T04,ML-011,Multi-path-Loop,5,133.32,99.848988,0.748942,95.95,71.873008,0.749067,96.96,71.361628,0.73599,114.1805,12.331494,74.854644,440.4105,330.269763,0.749913
ML-011-T04,ML-011,Multi-path-Loop,6,126.72,94.905969,0.748942,91.2,68.314938,0.749067,92.16,67.828874,0.73599,108.528,11.721024,71.148969,418.608,313.919774,0.749913
ML-011-T04,ML-011,Multi-path-Loop,7,132,98.860385,0.748942,95,71.161394,0.749067,96,70.655077,0.73599,113.05,12.2094,74.113509,436.05,326.999765,0.749913
ML-011-T04,ML-011,Multi-path-Loop,8,137.28,102.8148,0.748942,98.8,74.00785,0.749067,99.84,73.48128,0.73599,117.572,12.697776,77.07805,453.492,340.079756,0.749913
ML-011-T04,ML-011,Multi-path-Loop,9,130.68,97.871781,0.748942,94.05,70.44978,0.749067,95.04,69.948526,0.73599,111.9195,12.087306,73.372374,431.6895,323.729767,0.749913
ML-011-T04,ML-011,Multi-path-Loop,10,135.96,101.826196,0.748942,97.85,73.296236,0.749067,98.88,72.774729,0.73599,116.4415,12.575682,76.336914,449.1315,336.809758,0.749913
ML-012-T01,ML-012,Multi-path-Loop,1,54.32,40.465266,0.744942,114.46,85.280404,0.745067,121.25,91.300084,0.75299,101.5105,10.963134,64.046441,391.5405,292.05533,0.745913
ML-012-T01,ML-012,Multi-path-Loop,2,56.56,42.133937,0.744942,119.18,88.797122,0.745067,126.25,95.065036,0.75299,105.6965,11.415222,66.687532,407.6865,304.098848,0.745913
ML-012-T01,ML-012,Multi-path-Loop,3,53.76,40.048098,0.744942,113.28,84.401225,0.745067,120,90.358846,0.75299,100.464,10.850112,63.386169,387.504,289.04445,0.745913
ML-012-T01,ML-012,Multi-path-Loop,4,56,41.716769,0.744942,118,87.917942,0.745067,125,94.123798,0.75299,104.65,11.3022,66.027259,403.65,301.087969,0.745913
ML-012-T01,ML-012,Multi-path-Loop,5,58.24,43.38544,0.744942,122.72,91.43466,0.745067,130,97.88875,0.75299,108.836,11.754288,68.66835,419.796,313.131488,0.745913
ML-012-T01,ML-012,Multi-path-Loop,6,55.44,41.299602,0.744942,116.82,87.038763,0.745067,123.75,93.18256,0.75299,103.6035,11.189178,65.366987,399.6135,298.077089,0.745913
ML-012-T01,ML-012,Multi-path-Loop,7,57.68,42.968272,0.744942,121.54,90.555481,0.745067,128.75,96.947512,0.75299,107.7895,11.641266,68.008077,415.7595,310.120608,0.745913
ML-012-T01,ML-012,Multi-path-Loop,8,54.88,40.882434,0.744942,115.64,86.159583,0.745067,122.5,92.241322,0.75299,102.557,11.076156,64.706714,395.577,295.066209,0.745913
ML-012-T01,ML-012,Multi-path-Loop,9,57.12,42.551105,0.744942,120.36,89.676301,0.745067,127.5,96.006274,0.75299,106.743,11.528244,67.347804,411.723,307.109728,0.745913
ML-012-T01,ML-012,Multi-path-Loop,10,54.32,40.465266,0.744942,114.46,85.280404,0.745067,121.25,91.300084,0.75299,101.5105,10.963134,64.046441,391.5405,292.05533,0.745913
ML-012-T02,ML-012,Multi-path-Loop,1,75,55.570673,0.740942,141,104.49049,0.741067,44,32.955577,0.74899,91,9.828,57.566885,351,260.411625,0.741913
ML-012-T02,ML-012,Multi-path-Loop,2,78,57.7935,0.740942,146.64,108.67011,0.741067,45.76,34.2738,0.74899,94.64,10.22112,59.86956,365.04,270.82809,0.741913
ML-012-T02,ML-012,Multi-path-Loop,3,74.25,55.014966,0.740942,139.59,103.445585,0.741067,43.56,32.626021,0.74899,90.09,9.72972,56.991216,347.49,257.807509,0.741913
ML-012-T02,ML-012,Multi-path-Loop,4,77.25,57.237793,0.740942,145.23,107.625205,0.741067,45.32,33.944244,0.74899,93.73,10.12284,59.293891,361.53,268.223974,0.741913
ML-012-T02,ML-012,Multi-path-Loop,5,73.5,54.45926,0.740942,138.18,102.400681,0.741067,43.12,32.296465,0.74899,89.18,9.63144,56.415547,343.98,255.203392,0.741913
ML-012-T02,ML-012,Multi-path-Loop,6,76.5,56.682087,0.740942,143.82,106.5803,0.741067,44.88,33.614688,0.74899,92.82,10.02456,58.718222,358.02,265.619858,0.741913
ML-012-T02,ML-012,Multi-path-Loop,7,72.75,53.903553,0.740942,136.77,101.355776,0.741067,42.68,31.96691,0.74899,88.27,9.53316,55.839878,340.47,252.599276,0.741913
ML-012-T02,ML-012,Multi-path-Loop,8,75.75,56.12638,0.740942,142.41,105.535395,0.741067,44.44,33.285133,0.74899,91.91,9.92628,58.142553,354.51,263.015741,0.741913
ML-012-T02,ML-012,Multi-path-Loop,9,72,53.347846,0.740942,135.36,100.310871,0.741067,42.24,31.637354,0.74899,87.36,9.43488,55.264209,336.96,249.99516,0.741913
ML-012-T02,ML-012,Multi-path-Loop,10,75,55.570673,0.740942,141,104.49049,0.741067,44,32.955577,0.74899,91,9.828,57.566885,351,260.411625,0.741913
ML-012-T03,ML-012,Multi-path-Loop,1,96.82,71.350754,0.736942,168.92,128.05273,0.758067,75.19,56.015827,0.74499,119.3255,12.887154,71.322264,460.2555,339.628729,0.737913
ML-012-T03,ML-012,Multi-path-Loop,2,92.12,67.887125,0.736942,160.72,121.836578,0.758067,71.54,53.296612,0.74499,113.533,12.261564,67.860018,437.913,323.141898,0.737913
ML-012-T03,ML-012,Multi-path-Loop,3,95.88,70.658028,0.736942,167.28,126.809499,0.758067,74.46,55.471984,0.74499,118.167,12.762036,70.629815,455.787,336.331363,0.737913
ML-012-T03,ML-012,Multi-path-Loop,4,91.18,67.1944,0.736942,159.08,120.593347,0.758067,70.81,52.752769,0.74499,112.3745,12.136446,67.167569,433.4445,319.844531,0.737913
ML-012-T03,ML-012,Multi-path-Loop,5,94.94,69.965303,0.736942,165.64,125.566269,0.758067,73.73,54.928141,0.74499,117.0085,12.636918,69.937366,451.3185,333.033997,0.737913
ML-012-T03,ML-012,Multi-path-Loop,6,90.24,66.501674,0.736942,157.44,119.350117,0.758067,70.08,52.208926,0.74499,111.216,12.011328,66.47512,428.976,316.547165,0.737913
ML-012-T03,ML-012,Multi-path-Loop,7,94,69.272577,0.736942,164,124.323038,0.758067,73,54.384298,0.74499,115.85,12.5118,69.244917,446.85,329.73663,0.737913
ML-012-T03,ML-012,Multi-path-Loop,8,97.76,72.04348,0.736942,170.56,129.29596,0.758067,75.92,56.55967,0.74499,120.484,13.012272,72.014714,464.724,342.926096,0.737913
ML-012-T03,ML-012,Multi-path-Loop,9,93.06,68.579851,0.736942,162.36,123.079808,0.758067,72.27,53.840455,0.74499,114.6915,12.386682,68.552468,442.3815,326.439264,0.737913
ML-012-T03,ML-012,Multi-path-Loop,10,96.82,71.350754,0.736942,168.92,128.05273,0.758067,75.19,56.015827,0.74499,119.3255,12.887154,71.322264,460.2555,339.628729,0.737913
ML-013-T01,ML-013,Multi-path-Loop,1,109.61,80.337806,0.732942,60.14,45.349608,0.754067,98.94,73.313589,0.74099,94.0415,10.156482,64.673407,362.7315,273.830892,0.754913
ML-013-T01,ML-013,Multi-path-Loop,2,114.13,83.650706,0.732942,62.62,47.219695,0.754067,103.02,76.336829,0.74099,97.9195,10.575306,67.340352,377.6895,285.122888,0.754913
ML-013-T01,ML-013,Multi-path-Loop,3,108.48,79.509582,0.732942,59.52,44.882086,0.754067,97.92,72.557778,0.74099,93.072,10.051776,64.006671,358.992,271.007893,0.754913
ML-013-T01,ML-013,Multi-path-Loop,4,113,82.822481,0.732942,62,46.752173,0.754067,102,75.581019,0.74099,96.95,10.4706,66.673616,373.95,282.299889,0.754913
ML-013-T01,ML-013,Multi-path-Loop,5,117.52,86.13538,0.732942,64.48,48.62226,0.754067,106.08,78.60426,0.74099,100.828,10.889424,69.34056,388.908,293.591884,0.754913
ML-013-T01,ML-013,Multi-path-Loop,6,111.87,81.994256,0.732942,61.38,46.284651,0.754067,100.98,74.825209,0.74099,95.9805,10.365894,66.00688,370.2105,279.47689,0.754913
ML-013-T01,ML-013,Multi-path-Loop,7,116.39,85.307155,0.732942,63.86,48.154738,0.754067,105.06,77.84845,0.74099,99.8585,10.784718,68.673824,385.1685,290.768886,0.754913
ML-013-T01,ML-013,Multi-path-Loop,8,110.74,81.166031,0.732942,60.76,45.81713,0.754067,99.96,74.069399,0.74099,95.011,10.261188,65.340144,366.471,276.653891,0.754913
ML-013-T01,ML-013,Multi-path-Loop,9,115.26,84.47893,0.732942,63.24,47.687217,0.754067,104.04,77.09264,0.74099,98.889,10.680012,68.007088,381.429,287.945887,0.754913
ML-013-T01,ML-013,Multi-path-Loop,10,109.61,80.337806,0.732942,60.14,45.349608,0.754067,98.94,73.313589,0.74099,94.0415,10.156482,64.673407,362.7315,273.830892,0.754913
ML-013-T02,ML-013,Multi-path-Loop,1,132,98.992385,0.749942,85,63.755721,0.750067,131,96.54574,0.73699,121.8,13.1544,80.330898,469.8,352.779144,0.750913
ML-013-T02,ML-013,Multi-path-Loop,2,137.28,102.95208,0.749942,88.4,66.30595,0.750067,136.24,100.40757,0.73699,126.672,13.680576,83.544134,488.592,366.89031,0.750913
ML-013-T02,ML-013,Multi-path-Loop,3,130.68,98.002461,0.749942,84.15,63.118164,0.750067,129.69,95.580283,0.73699,120.582,13.022856,79.527589,465.102,349.251353,0.750913
ML-013-T02,ML-013,Multi-path-Loop,4,135.96,101.962156,0.749942,87.55,65.668393,0.750067,134.93,99.442113,0.73699,125.454,13.549032,82.740825,483.894,363.362519,0.750913
ML-013-T02,ML-013,Multi-path-Loop,5,129.36,97.012537,0.749942,83.3,62.480607,0.750067,128.38,94.614826,0.73699,119.364,12.891312,78.72428,460.404,345.723561,0.750913
ML-013-T02,ML-013,Multi-path-Loop,6,134.64,100.972232,0.749942,86.7,65.030836,0.750067,133.62,98.476655,0.73699,124.236,13.417488,81.937516,479.196,359.834727,0.750913
ML-013-T02,ML-013,Multi-path-Loop,7,128.04,96.022613,0.749942,82.45,61.84305,0.750067,127.07,93.649368,0.73699,118.146,12.759768,77.920971,455.706,342.19577,0.750913
ML-013-T02,ML-013,Multi-path-Loop,8,133.32,99.982308,0.749942,85.85,64.393278,0.750067,132.31,97.511198,0.73699,123.018,13.285944,81.134207,474.498,356.306936,0.750913
ML-013-T02,ML-013,Multi-path-Loop,9,126.72,95.032689,0.749942,81.6,61.205492,0.750067,125.76,92.683911,0.73699,116.928,12.628224,77.117662,451.008,338.667978,0.750913
ML-013-T02,ML-013,Multi-path-Loop,10,132,98.992385,0.749942,85,63.755721,0.750067,131,96.54574,0.73699,121.8,13.1544,80.330898,469.8,352.779144,0.750913
ML-013-T03,ML-013,Multi-path-Loop,1,57.68,43.025952,0.745942,111.24,82.992527,0.746067,51.5,38.830505,0.75399,77.147,8.331876,49.075938,297.567,222.256798,0.746913
ML-013-T03,ML-013,Multi-path-Loop,2,54.88,40.937314,0.745942,105.84,78.963764,0.746067,49,36.945529,0.75399,73.402,7.927416,46.693611,283.122,211.467633,0.746913
ML-013-T03,ML-013,Multi-path-Loop,3,57.12,42.608225,0.745942,110.16,82.186775,0.746067,51,38.45351,0.75399,76.398,8.250984,48.599472,294.678,220.098965,0.746913
ML-013-T03,ML-013,Multi-path-Loop,4,54.32,40.519586,0.745942,104.76,78.158011,0.746067,48.5,36.568534,0.75399,72.653,7.846524,46.217145,280.233,209.3098,0.746913
ML-013-T03,ML-013,Multi-path-Loop,5,56.56,42.190497,0.745942,109.08,81.381022,0.746067,50.5,38.076514,0.75399,75.649,8.170092,48.123007,291.789,217.941132,0.746913
ML-013-T03,ML-013,Multi-path-Loop,6,53.76,40.101858,0.745942,103.68,77.352258,0.746067,48,36.191538,0.75399,71.904,7.765632,45.74068,277.344,207.151967,0.746913
ML-013-T03,ML-013,Multi-path-Loop,7,56,41.772769,0.745942,108,80.575269,0.746067,50,37.699519,0.75399,74.9,8.0892,47.646541,288.9,215.783299,0.746913
ML-013-T03,ML-013,Multi-path-Loop,8,58.24,43.44368,0.745942,112.32,83.79828,0.746067,52,39.2075,0.75399,77.896,8.412768,49.552403,300.456,224.414631,0.746913
ML-013-T03,ML-013,Multi-path-Loop,9,55.44,41.355042,0.745942,106.92,79.769517,0.746067,49.5,37.322524,0.75399,74.151,8.008308,47.170076,286.011,213.625466,0.746913
ML-013-T03,ML-013,Multi-path-Loop,10,57.68,43.025952,0.745942,111.24,82.992527,0.746067,51.5,38.830505,0.75399,77.147,8.331876,49.075938,297.567,222.256798,0.746913
ML-014-T01,ML-014,Multi-path-Loop,1,72.75,53.976303,0.741942,127.07,94.294493,0.742067,76.63,57.471763,0.74999,96.7575,10.44981,61.068507,373.2075,277.260876,0.742913
ML-014-T01,ML-014,Multi-path-Loop,2,75.75,56.20213,0.741942,132.31,98.182925,0.742067,79.79,59.841733,0.74999,100.7475,10.88073,63.586796,388.5975,288.694314,0.742913
ML-014-T01,ML-014,Multi-path-Loop,3,72,53.419846,0.741942,125.76,93.322385,0.742067,75.84,56.879271,0.74999,95.76,10.34208,60.438935,369.36,274.402516,0.742913
ML-014-T01,ML-014,Multi-path-Loop,4,75,55.645673,0.741942,131,97.210817,0.742067,79,59.24924,0.74999,99.75,10.773,62.957224,384.75,285.835954,0.742913
ML-014-T01,ML-014,Multi-path-Loop,5,78,57.8715,0.741942,136.24,101.09925,0.742067,82.16,61.61921,0.74999,103.74,11.20392,65.475512,400.14,297.269392,0.742913
ML-014-T01,ML-014,Multi-path-Loop,6,74.25,55.089216,0.741942,129.69,96.238709,0.742067,78.21,58.656748,0.74999,98.7525,10.66527,62.327651,380.9025,282.977595,0.742913
ML-014-T01,ML-014,Multi-path-Loop,7,77.25,57.315043,0.741942,134.93,100.127142,0.742067,81.37,61.026718,0.74999,102.7425,11.09619,64.84594,396.2925,294.411033,0.742913
ML-014-T01,ML-014,Multi-path-Loop,8,73.5,54.53276,0.741942,128.38,95.266601,0.742067,77.42,58.064256,0.74999,97.755,10.55754,61.698079,377.055,280.119235,0.742913
ML-014-T01,ML-014,Multi-path-Loop,9,76.5,56.758587,0.741942,133.62,99.155034,0.742067,80.58,60.434225,0.74999,101.745,10.98846,64.216368,392.445,291.552673,0.742913
ML-014-T01,ML-014,Multi-path-Loop,10,72.75,53.976303,0.741942,127.07,94.294493,0.742067,76.63,57.471763,0.74999,96.7575,10.44981,61.068507,373.2075,277.260876,0.742913
ML-014-T02,ML-014,Multi-path-Loop,1,94,69.366577,0.737942,154,116.896365,0.759067,108,80.566962,0.74599,124.6,13.4568,74.835106,480.6,355.12181,0.738913
ML-014-T02,ML-014,Multi-path-Loop,2,97.76,72.14124,0.737942,160.16,121.57222,0.759067,112.32,83.78964,0.74599,129.584,13.995072,77.82851,499.824,369.326682,0.738913
ML-014-T02,ML-014,Multi-path-Loop,3,93.06,68.672911,0.737942,152.46,115.727402,0.759067,106.92,79.761292,0.74599,123.354,13.322232,74.086755,475.794,351.570592,0.738913
ML-014-T02,ML-014,Multi-path-Loop,4,96.82,71.447574,0.737942,158.62,120.403256,0.759067,111.24,82.98397,0.74599,128.338,13.860504,77.080159,495.018,365.775464,0.738913
ML-014-T02,ML-014,Multi-path-Loop,5,92.12,67.979245,0.737942,150.92,114.558438,0.759067,105.84,78.955622,0.74599,122.108,13.187664,73.338404,470.988,348.019373,0.738913
ML-014-T02,ML-014,Multi-path-Loop,6,95.88,70.753908,0.737942,157.08,119.234293,0.759067,110.16,82.178301,0.74599,127.092,13.725936,76.331808,490.212,362.224246,0.738913
ML-014-T02,ML-014,Multi-path-Loop,7,91.18,67.28558,0.737942,149.38,113.389474,0.759067,104.76,78.149953,0.74599,120.862,13.053096,72.590053,466.182,344.468155,0.738913
ML-014-T02,ML-014,Multi-path-Loop,8,94.94,70.060243,0.737942,155.54,118.065329,0.759067,109.08,81.372631,0.74599,125.846,13.591368,75.583457,485.406,358.673028,0.738913
ML-014-T02,ML-014,Multi-path-Loop,9,90.24,66.591914,0.737942,147.84,112.220511,0.759067,103.68,77.344283,0.74599,119.616,12.918528,71.841702,461.376,340.916937,0.738913
ML-014-T02,ML-014,Multi-path-Loop,10,94,69.366577,0.737942,154,116.896365,0.759067,108,80.566962,0.74599,124.6,13.4568,74.835106,480.6,355.12181,0.738913
ML-014-T03,ML-014,Multi-path-Loop,1,116.39,85.423545,0.733942,182.31,137.656321,0.755067,141.11,104.702263,0.74199,153.9335,16.624818,104.411757,593.7435,448.818704,0.755913
ML-014-T03,ML-014,Multi-path-Loop,2,110.74,81.276771,0.733942,173.46,130.973975,0.755067,134.26,99.619629,0.74199,146.461,15.817788,99.343225,564.921,427.031389,0.755913
ML-014-T03,ML-014,Multi-path-Loop,3,115.26,84.59419,0.733942,180.54,136.319852,0.755067,139.74,103.685736,0.74199,152.439,16.463412,103.398051,587.979,444.461241,0.755913
ML-014-T03,ML-014,Multi-path-Loop,4,109.61,80.447416,0.733942,171.69,129.637506,0.755067,132.89,98.603102,0.74199,144.9665,15.656382,98.329519,559.1565,422.673925,0.755913
ML-014-T03,ML-014,Multi-path-Loop,5,114.13,83.764836,0.733942,178.77,134.983383,0.755067,138.37,102.66921,0.74199,150.9445,16.302006,102.384344,582.2145,440.103778,0.755913
ML-014-T03,ML-014,Multi-path-Loop,6,108.48,79.618062,0.733942,169.92,128.301037,0.755067,131.52,97.586575,0.74199,143.472,15.494976,97.315812,553.392,418.316462,0.755913
ML-014-T03,ML-014,Multi-path-Loop,7,113,82.935481,0.733942,177,133.646913,0.755067,137,101.652683,0.74199,149.45,16.1406,101.370638,576.45,435.746315,0.755913
ML-014-T03,ML-014,Multi-path-Loop,8,117.52,86.2529,0.733942,184.08,138.99279,0.755067,142.48,105.71879,0.74199,155.428,16.786224,105.425464,599.508,453.176168,0.755913
ML-014-T03,ML-014,Multi-path-Loop,9,111.87,82.106126,0.733942,175.23,132.310444,0.755067,135.63,100.636156,0.74199,147.9555,15.979194,100.356932,570.6855,431.388852,0.755913
ML-014-T03,ML-014,Multi-path-Loop,10,116.39,85.423545,0.733942,182.31,137.656321,0.755067,141.11,104.702263,0.74199,153.9335,16.624818,104.411757,593.7435,448.818704,0.755913
ML-015-T01,ML-015,Multi-path-Loop,1,128.04,96.150653,0.750942,72.75,54.640147,0.751067,54.32,40.087638,0.73799,89.2885,9.643158,58.436273,344.3985,258.957868,0.751913
ML-015-T01,ML-015,Multi-path-Loop,2,133.32,100.115628,0.750942,75.75,56.893349,0.751067,56.56,41.740736,0.73799,92.9705,10.040814,60.846016,358.6005,269.636543,0.751913
ML-015-T01,ML-015,Multi-path-Loop,3,126.72,95.159409,0.750942,72,54.076846,0.751067,53.76,39.674363,0.73799,88.368,9.543744,57.833837,340.848,256.2882,0.751913
ML-015-T01,ML-015,Multi-path-Loop,4,132,99.124385,0.750942,75,56.330048,0.751067,56,41.327462,0.73799,92.05,9.9414,60.24358,355.05,266.966875,0.751913
ML-015-T01,ML-015,Multi-path-Loop,5,137.28,103.08936,0.750942,78,58.58325,0.751067,58.24,42.98056,0.73799,95.732,10.339056,62.653324,369.252,277.64555,0.751913
ML-015-T01,ML-015,Multi-path-Loop,6,130.68,98.133141,0.750942,74.25,55.766748,0.751067,55.44,40.914187,0.73799,91.1295,9.841986,59.641144,351.4995,264.297206,0.751913
ML-015-T01,ML-015,Multi-path-Loop,7,135.96,102.098116,0.750942,77.25,58.01995,0.751067,57.68,42.567285,0.73799,94.8115,10.239642,62.050888,365.7015,274.975881,0.751913
ML-015-T01,ML-015,Multi-path-Loop,8,129.36,97.141897,0.750942,73.5,55.203447,0.751067,54.88,40.500912,0.73799,90.209,9.742572,59.038709,347.949,261.627537,0.751913
ML-015-T01,ML-015,Multi-path-Loop,9,134.64,101.106872,0.750942,76.5,57.456649,0.751067,57.12,42.154011,0.73799,93.891,10.140228,61.448452,362.151,272.306212,0.751913
ML-015-T01,ML-015,Multi-path-Loop,10,128.04,96.150653,0.750942,72.75,54.640147,0.751067,54.32,40.087638,0.73799,89.2885,9.643158,58.436273,344.3985,258.957868,0.751913
ML-015-T02,ML-015,Multi-path-Loop,1,56,41.828769,0.746942,98,73.212596,0.747067,85,64.174183,0.75499,83.65,9.0342,53.06453,322.65,241.314278,0.747913
ML-015-T02,ML-015,Multi-path-Loop,2,58.24,43.50192,0.746942,101.92,76.1411,0.747067,88.4,66.74115,0.75499,86.996,9.395568,55.187112,335.556,250.96685,0.747913
ML-015-T02,ML-015,Multi-path-Loop,3,55.44,41.410482,0.746942,97.02,72.48047,0.747067,84.15,63.532441,0.75499,82.8135,8.943858,52.533885,319.4235,238.901136,0.747913
ML-015-T02,ML-015,Multi-path-Loop,4,57.68,43.083632,0.746942,100.94,75.408974,0.747067,87.55,66.099408,0.75499,86.1595,9.305226,54.656466,332.3295,248.553707,0.747913
ML-015-T02,ML-015,Multi-path-Loop,5,54.88,40.992194,0.746942,96.04,71.748344,0.747067,83.3,62.890699,0.75499,81.977,8.853516,52.00324,316.197,236.487993,0.747913
ML-015-T02,ML-015,Multi-path-Loop,6,57.12,42.665345,0.746942,99.96,74.676848,0.747067,86.7,65.457666,0.75499,85.323,9.214884,54.125821,329.103,246.140564,0.747913
ML-015-T02,ML-015,Multi-path-Loop,7,54.32,40.573906,0.746942,95.06,71.016218,0.747067,82.45,62.248957,0.75499,81.1405,8.763174,51.472594,312.9705,234.07485,0.747913
ML-015-T02,ML-015,Multi-path-Loop,8,56.56,42.247057,0.746942,98.98,73.944722,0.747067,85.85,64.815925,0.75499,84.4865,9.124542,53.595176,325.8765,243.727421,0.747913
ML-015-T02,ML-015,Multi-path-Loop,9,53.76,40.155618,0.746942,94.08,70.284092,0.747067,81.6,61.607215,0.75499,80.304,8.672832,50.941949,309.744,231.661707,0.747913
ML-015-T02,ML-015,Multi-path-Loop,10,56,41.828769,0.746942,98,73.212596,0.747067,85,64.174183,0.75499,83.65,9.0342,53.06453,322.65,241.314278,0.747913
ML-015-T03,ML-015,Multi-path-Loop,1,77.25,57.392293,0.742942,124.63,92.608479,0.743067,117.42,88.181291,0.75099,111.755,12.06954,70.416014,431.055,320.667617,0.743913
ML-015-T03,ML-015,Multi-path-Loop,2,73.5,54.60626,0.742942,118.58,88.112921,0.743067,111.72,83.900646,0.75099,106.33,11.48364,66.997761,410.13,305.101228,0.743913
ML-015-T03,ML-015,Multi-path-Loop,3,76.5,56.835087,0.742942,123.42,91.709367,0.743067,116.28,87.325162,0.75099,110.67,11.95236,69.732364,426.87,317.554339,0.743913
ML-015-T03,ML-015,Multi-path-Loop,4,72.75,54.049053,0.742942,117.37,87.21381,0.743067,110.58,83.044517,0.75099,105.245,11.36646,66.314111,405.945,301.98795,0.743913
ML-015-T03,ML-015,Multi-path-Loop,5,75.75,56.27788,0.742942,122.21,90.810256,0.743067,115.14,86.469033,0.75099,109.585,11.83518,69.048713,422.685,314.441061,0.743913
ML-015-T03,ML-015,Multi-path-Loop,6,72,53.491846,0.742942,116.16,86.314698,0.743067,109.44,82.188388,0.75099,104.16,11.24928,65.63046,401.76,298.874672,0.743913
ML-015-T03,ML-015,Multi-path-Loop,7,75,55.720673,0.742942,121,89.911144,0.743067,114,85.612904,0.75099,108.5,11.718,68.365062,418.5,311.327784,0.743913
ML-015-T03,ML-015,Multi-path-Loop,8,78,57.9495,0.742942,125.84,93.50759,0.743067,118.56,89.03742,0.75099,112.84,12.18672,71.099665,435.24,323.780895,0.743913
ML-015-T03,ML-015,Multi-path-Loop,9,74.25,55.163466,0.742942,119.79,89.012033,0.743067,112.86,84.756775,0.75099,107.415,11.60082,67.681412,414.315,308.214506,0.743913
ML-015-T03,ML-015,Multi-path-Loop,10,77.25,57.392293,0.742942,124.63,92.608479,0.743067,117.42,88.181291,0.75099,111.755,12.06954,70.416014,431.055,320.667617,0.743913
ML-016-T01,ML-016,Multi-path-Loop,1,91.18,67.37676,0.738942,139.68,106.166202,0.760067,138.71,103.615036,0.74699,129.3495,13.969746,78.029511,498.9195,369.157254,0.739913
ML-016-T01,ML-016,Multi-path-Loop,2,94.94,70.155183,0.738942,145.44,110.544189,0.760067,144.43,107.887821,0.74699,134.6835,14.545818,81.247223,519.4935,384.380234,0.739913
ML-016-T01,ML-016,Multi-path-Loop,3,90.24,66.682154,0.738942,138.24,105.071705,0.760067,137.28,102.54684,0.74699,128.016,13.825728,77.225083,493.776,365.351509,0.739913
ML-016-T01,ML-016,Multi-path-Loop,4,94,69.460577,0.738942,144,109.449692,0.760067,143,106.819625,0.74699,133.35,14.4018,80.442795,514.35,380.574489,0.739913
ML-016-T01,ML-016,Multi-path-Loop,5,97.76,72.239,0.738942,149.76,113.82768,0.760067,148.72,111.09241,0.74699,138.684,14.977872,83.660506,534.924,395.797468,0.739913
